Si	39	14	Si	30	Si-30	3.1	Mg-27	9.458	m			"n,a"	y	0.000155			0.157633333	9.458 m				"IAEA156, fission averaged"
P	40	15	P	31	P-31	100	P-32	14.3	d			act	n	0.172		0.085	343.2	14.3 d				
P	41	15	P	31	P-31	100	P-33	25.3	d			2n	n	10		0	607.2	25.3 d	343.2	0.17	0.085	"dummy entry, a guess"
P	42	15	P	31	P-31	100	Si-31	2.62	h			"n,p"	y	0.036			2.62	2.62 h		0.18		"IAEA156, fission averaged"
P	43	15	P	31	P-31	100	Si-32	100	y			2n	n	0.036			876000	100 y	2.62	0.18		"produced via P(n,p) then Si-31 (n,g)"
S	44	16	S	32	S-32	95.02	P-32	14.3	d			"n,p"	y	0.069			343.2	14.3 d				"IAEA156, fission averaged, an adopted std."
S	45	16	S	33	S-33	0.75	P-33	25.3	d			"n,p"	n	0.002			607.2	25.3 d				"IAEA273, thermal only"
S	46	16	S	33	S-33	0.75	P-33	25.3	d			"n,p"	y	0.076			607.2	25.3 d				"IAEA156, fission averaged"
S	47	16	S	33	S-33	0.75	P-33	25.3	d			"n,p"	y	0.076			607.2	25.3 d				"IAEA156, fission averaged"
S	48	16	S	34	S-34	4.2	S-35	87.2	d			act	n	0.24		0.534	2092.8	87.2 d				"IAEA273, note- no entry for A+1 nuclide"
S	49	16	S	34	S-34	4.2	P-34	12.4	s			"n,p"	y	0.00043			0.003444444	12.40 s				"IAEA156, fission averaged"
S	50	16	S	36	S-36	0.015	S-37	5.1	m			act	n	0.15		0.17	0.085	5.10 m				
Cl	51	17	Cl	35	Cl-35	75.77	Cl-36	300000	y			act	n	43.6		18	2628000000	0.3 My				
Cl	52	17	Cl	35	Cl-35	75.77	S-35	87.2	d			"n,p"	n	0.489			2092.8	87.2 d				"iaea273, thermal only"
Cl	53	17	Cl	35	Cl-35	75.77	S-35	87.2	d			"n,p"	y	0.078			2092.8	87.2 d				"IAEA156, fission averaged"
Cl	54	17	Cl	35	Cl-35	75.77	P-32	14.3	d			"n,a"	n	0.00008			343.2	14.3 d				"iaea273, thermal only"
Cl	55	17	Cl	35	Cl-35	75.77	P-32	14.3	d			"n,a"	y	0.0088			343.2	14.3 d				"IAEA156, fission averaged"
Cl	56	17	Cl	37	Cl-37	24.23	Cl-38m+	1	s	m+	100	act	n	0.047			0.000277778	1.00 s				
Cl	57	17	Cl	37	Cl-37	24.23	Cl-38	37.18	m	g		act	n	0.423		0.3	0.619666667	37.2 m				s for 1s isomer added to ground state
Cl	58	17	Cl	37	Cl-37	24.23	S-37	5.05	m			"n,p"	y	0.00038			0.084166667	5.1 m				"IAEA156, fission averaged"
Ar	59	18	Ar	36	Ar-36	0.34	Ar-37	34.8	d			act	n	5.2		2.5	835.2	34.8 d		1970		
Ar	60	18	Ar	38	Ar-38	0.07	Ar-39	269	y			act	n	0.8		0.4	2356440	269 y		600		
Ar	61	18	Ar	40	Ar-40	99.59	Ar-41	1.83	h			act	n	0.66		0.42	1.83	1.83 h		0.5		
Ar	62	18	Ar	40	Ar-40	99.59	Ar-42	33	y			2n	n	0.66		0.42	289080	33.00 y	1.83	0.5		
K	63	19	K	39	K-39	93.3	Cl-36	300000	y			"n,a"	y	0.008			2628000000	0.3 My				"IAEA156, fission averaged"
K	64	19	K	39	K-39	93.3	Cl-36	300000	y			"n,a"	n	0.0043			2628000000	0.3 My				"IAEA273, thermal only"
K	65	19	K	39	K-39	93.3	K-40	1300000000	y			act	n	2.1		1.1	1.1388E+13	1.3 Gy		34.8	15	"IAEA273, thermal only"
K	66	19	K	41	K-41	6.7	K-42	12.36	h			act	n	1.46		1.4	12.36	12.36 h				
K	67	19	K	41	K-41	6.7	Ar-41	1.83	h			"n,p"	y	0.0021			1.83	1.83 h		0.5		"IAEA156, fission averaged"
K	68	19	K	41	K-41	6.7	Ar-42	33	y			2n	n	0.0021			289080	33.00 y	1.83	0.5		produced from Ar-41
K	69	19	K	41	K-41	6.7	Cl-38	37.18	m			"n,a"	y	0.00076			0.619666667	37.2 m				"IAEA156, fission averaged"
Ca	70	20	Ca	40	Ca-40	96.94	Ca-41	130000	y			act	n	0.41		0.22	1138800000	0.13My		4		
Ca	71	20	Ca	40	Ca-40	96.94	Ar-37	34.8	d			"n,a"	y	0.013			835.2	34.8 d		1970		"IAEA156, fission averaged"
Ca	72	20	Ca	40	Ca-40	96.94	Ar-37	34.8	d			"n,a"	n	0.0025			835.2	34.8 d		1970		"IAEA273, thermal only"
Ca	73	20	Ca	43	Ca-43	0.135	K-43	22.3	h			"n,p"	y	0.0003			22.3	22.30 h				"IAEA156, fission averaged"
Ca	74	20	Ca	44	Ca-44	2.08	Ca-45	165	d			act	n	0.88		0.56	3960	165 d		15		
Ca	75	20	Ca	44	Ca-44	2.08	Ar-41	1.83	h			"n,a"	y	0.0000611			1.83	1.83 h		0.5		"IAEA156, fission averaged"
Ca	76	20	Ca	44	Ca-44	2.08	Ar-42	33	y			2n	n	0.0000611			289080	33.00 y	1.83	0.5		produced from Ar-41
Ca	77	20	Ca	46	Ca-46	0.003	Ca-47*	4.54	d	*		act	n	0.74		0.32	108.96	4.54 d				
Ca	78	20	Ca	48	Ca-48	0.19	Ca-49t	8.72	m	t		act	n	1.09		0.9	0.145333333	8.72 m				
Ca	79	20	Ca	48	Ca-48	0.19	Sc-49	57.3	m			b	n	1.09		0.9	0.955	57.3 m	0.145333333			
Ca	80	20	Ca	48	Ca-48	0.19	Ca-47*	4.54	d			"n,2n"	y	0.00036			108.96	4.54 d				"IAEA156, fission averaged"
Sc	81	21	Sc	45	Sc-45	100	Sc-46m+	18.7	s	m+	100	act	n	9.8		5.4	0.005194444	18.7 s				
Sc	82	21	Sc	45	Sc-45	100	Sc-46	84	d	g		act	n	27.2		11.5	2016	84.0 d		8		s for 19s isomer added to ground state
Sc	83	21	Sc	45	Sc-45	100	Sc-47	3.34	d	g		2n	n	27.2		11.5	80.16	3.3 d	2016	8		
Sc	84	21	Sc	45	Sc-45	100	Ca-45	165	d			"n,p"	y	0.015			3960	165.0 d				"IAEA156, fission averaged"
Sc	85	21	Sc	45	Sc-45	100	K-42	12.36	h			"n,a"	y	0.000182			12.36	12.36 h				"IAEA156, fission averaged"
Ti	86	22	Ti	46	Ti-46	8	Sc-46	84	d			"n,p"	y	0.0118			2016	84 d		8		from NBSIR 85-3151
Ti	87	22	Ti	46	Ti-46	8	Sc-47	3.34	d			2n	n	0.0118			80.16	3 d	2016	8		produced via Sc-46
Ti	88	22	Ti	46	Ti-46	8	Ti-45	3.078	h			"n,2n"	y	0.0000078			3.078	3.08 h				"IAEA156, fission averaged"
Ti	89	22	Ti	47	Ti-47	7.3	Sc-47	3.422	d			"n,p"	y	0.018			82.128	3.422 d				from NBSIR 85-3151
Ti	90	22	Ti	48	Ti-48	73.8	Sc-48	43.67	h			"n,p"	y	0.000397			43.67	43.67 h				from NBSIR 85-3151
Ti	91	22	Ti	48	Ti-48	73.8	Ca-45	165	d			"n,a"	y	0.000013			3960	165.0 d				"IAEA156, fission averaged"
Ti	92	22	Ti	50	Ti-50	5.3	Ti-51	5.8	m			act	n	0.179		0.12	0.096666667	5.80 m				
Ti	93	22	Ti	50	Ti-50	5.3	Ca-47*	4.54	d			"n,a"	y	0.00000046			108.96	4.5 d				"IAEA156, fission averaged"
V	94	23	V	51	V-51	99.75	V-52	3.75	m			act	n	4.93		2.6	0.0625	3.75 m				
V	95	23	V	51	V-51	99.75	Ti-51	5.76	m			"n,p"	y	0.00087			0.096	5.76 m				"IAEA156, fission averaged"
V	96	23	V	51	V-51	99.75	Sc-48	43.67	h			"n,a"	y	0.000022			43.67	43.67 h				"IAEA156, fission averaged"
Cr	97	24	Cr	50	Cr-50	4.35	Cr-51	27.7	d			act	n	15.9		8.1	664.8	27.7 d				
Cr	98	24	Cr	50	Cr-50	4.35	Cr-49	42.1	m			"n,2n"	y	0.000006			0.701666667	42.10 m				"IAEA156, fission averaged"
Cr	99	24	Cr	52	Cr-52	83.79	V-52	3.75	m			"n,p"	y	0.00109			0.0625	3.75 m				"IAEA156, fission averaged"
Cr	100	24	Cr	53	Cr-53	9.5	V-53	1.61	m			"n,p"	y	0.00044			0.026833333	1.61 m				"IAEA156, fission averaged"
Cr	101	24	Cr	54	Cr-54	2.36	Cr-55	3.6	m			act	n	0.36		0.08	0.06	3.60 m				
Mn	102	25	Mn	55	Mn-55	100	Mn-56	2.58	h			act	n	13.3		13.8	2.58	2.58 h				
Mn	103	25	Mn	55	Mn-55	100	Mn-54	312.7	d			"n,2n"	y	0.000258			7504.8	312.7 d		38	17	"IAEA156, fission averaged"
Mn	104	25	Mn	55	Mn-55	100	V-52	3.75	m			"n,a"	y	0.00011			0.0625	3.75 m				"IAEA156, fission averaged"
Fe	105	26	Fe	54	Fe-54	5.8	Fe-55	2.7	y			act	n	2.25		1.2	23652	2.70 y				
Fe	106	26	Fe	54	Fe-54	5.8	Mn-54	312.7	d			"n,p"	y	0.0817			7504.8	312.7 d		38	17	from NBSIR 85-3151
Fe	107	26	Fe	54	Fe-54	5.8	Cr-51	27.7	d			"n,a"	y	0.0006			664.8	27.7 d				"IAEA156, fission averaged"
Fe	108	26	Fe	54	Fe-54	5.8	Fe-53	8.51	m			"n,2n"	y	0.000005			0.141833333	8.51 m				"IAEA156, fission averaged"
Fe	109	26	Fe	56	Fe-56	91.72	Mn-56	2.58	h			"n,p"	y	0.00107			2.58	2.58 h				"IAEA156, fission averaged"
Fe	110	26	Fe	58	Fe-58	0.31	Fe-59	44.6	d			act	n	1.28		1.4	1070.4	44.6 d				
Co	111	27	Co	59	Co-59	100	Co-60m+	10.5	m	m+	99.7	act	n	18.8		39.7	0.175	10.5 m		58	230	
Co	112	27	Co	59	Co-59	100	Co-61	1.65	h			2n	n	18.8		39.7	1.65	1.7 h	0.175	58	230	Co-61 prod from Co-60m only
Co	113	27	Co	59	Co-59	100	Co-60	5.272	y	g		act	n	37.45		71.1	46182.72	5.27 y		2	4.1	s for 10m isomer added to ground state
Co	114	27	Co	59	Co-59	100	Co-61	1.65	h			2n	n	37.45		71.1	1.65	1.65 h	46182.72	2	4.1	Co-61 prod assuming all Co-60m has decayed to Co-60
Co	115	27	Co	59	Co-59	100	Fe-59	44.6	d			"n,p"	y	0.00142			1070.4	44.6 d				"IAEA156, fission averaged"
Co	116	27	Co	59	Co-59	100	Mn-56	2.58	h			"n,a"	y	0.000156			2.58	2.58 h				"IAEA156, fission averaged"
Co	117	27	Co	59	Co-59	100	Co-58	70.8	d			"n,2n"	y	0.0004			1699.2	70.8 d		1880	6890	"IAEA156, fission averaged"
Ni	118	28	Ni	58	Ni-58	67.76	Ni-57	36.1	h			"n,2n"	y	0.0000049			36.1	36.10 h				"IAEA156, fission averaged"
Ni	119	28	Ni	58	Ni-58	67.76	Ni-59	75000	y			act	n	4.6		2.8	657000000	75000y		77.7	140	
Ni	120	28	Ni	58	Ni-58	67.76	Fe-55	2.7	y			"n,a"	y	0.003			23652	2.70 y				"iaea156, fission averaged"
Ni	121	28	Ni	58	Ni-58	67.76	Fe-55	2.7	y			"n,a"	n	0.00003			23652	2.70 y				"IAEA273, thermal only"
Ni	122	28	Ni	58	Ni-58	67.76	Fe-55	2.7	y			"n,a"	y	0.003			23652	2.7 y				"IAEA273, fission maxwellian weighted, IAEA156"
Ni	123	28	Ni	58	Ni-58	67.76	Co-58	70.8	d			"n,p"	y	0.111			1699.2	70.8 d		1880	6890	from NBSIR 85-3151
Ni	124	28	Ni	58	Ni-58	67.76	Co-58m+	9.1	h			"n,p"	y	0.0354			9.1	9.10 h		140000	540000	"IAEA156, fission averaged"
Ni	125	28	Ni	60	Ni-60	26.1	Co-60	5.272	y			"n,p"	y	0.0023			46182.72	5.272 y		2	4.1	"IAEA156, fission averaged"
Ni	126	28	Ni	60	Ni-60	26.1	Co-60m+	10.48	m			"n,p"	y	0.0021			0.174666667	10.48 m		58	230	"IAEA156, fission averaged"
Ni	127	28	Ni	60	Ni-60	26.1	Co-61	1.65	h			2n	n	0.0021			1.65	1.65 h	0.174666667	58	230	produced via Co-60
Ni	128	28	Ni	61	Ni-61	1.13	Co-61	1.65	h			"n,p"	y	0.0014			1.65	1.65 h				"IAEA156, fission averaged"
Ni	129	28	Ni	62	Ni-62	3.71	Ni-63	100	y			act	n	14.5		8.1	876000	100 y		24.4		
Ni	130	28	Ni	62	Ni-62	3.71	Fe-59	44.6	d			"n,a"	y	0.00009			1070.4	44.6 d				"IAEA156, fission averaged"
Ni	131	28	Ni	64	Ni-64	0.95	Ni-65	2.52	h			act	n	1.58		1.19	2.52	2.52 h		22.4		
Cu	132	29	Cu	63	Cu-63	69.1	Cu-62	9.74	m			"n,2n"	y	0.000124			0.162333333	9.74 m				"IAEA156, fission averaged"
Cu	133	29	Cu	63	Cu-63	69.1	Cu-64	12.7	h			act	n	4.5		4.94	12.7	12.7 h				
Cu	134	29	Cu	63	Cu-63	69.1	Co-60	5.272	y			"n,a"	y	0.0006			46182.72	5.272 y		2	4.1	from NBSIR 85-3151
Cu	135	29	Cu	63	Cu-63	69.1	Co-61	1.65	h			2n	n	0.0006			1.65	1.650 h	46182.72	2	4.1	produced via Co-60
Cu	136	29	Cu	65	Cu-65	30.9	Cu-66	5.1	m			act	n	2.17		2.32	0.085	5.10 m		135		
Cu	137	29	Cu	65	Cu-65	30.9	Cu-67	61.9	h			2n	n	2.17		2.32	61.9	61.90 h	0.085	135		
Cu	138	29	Cu	65	Cu-65	30.9	Ni-65	2.52	h			"n,p"	y	0.00048			2.52	2.5 h		22.4		"IAEA156, fission averaged"
Cu	139	29	Cu	65	Cu-65	30.9	Ni-66s	54.8	h			2n	n	0.00048			54.8	54.8 h	2.52	22.4		produced via Ni-65
Zn	140	30	Zn	64	Zn-64	48.9	Zn-65	265	d			act	n	0.76		1.4	6360	265 d		250		
Zn	141	30	Zn	64	Zn-64	48.9	Cu-64	12.7	h			"n,p"	y	0.031			12.7	12.7 h				"IAEA156, fission averaged"
Zn	142	30	Zn	66	Zn-66	27.9	Zn-65	265	d			"n,2n"	y	0.005			6360	265 d		250		"IAEA156, fission averaged [cross-section is <5 mb. Hence this is a max. calc.]"
Zn	143	30	Zn	66	Zn-66	27.9	Cu-66	5.1	m			"n,p"	y	0.00062			0.085	5.1 m		135		"IAEA156, fission averaged"
Zn	144	30	Zn	66	Zn-66	27.9	Cu-67	61.9	h			2n	n	0.00062			61.9	61.9 h	0.085	135		produced via Cu-66
Zn	145	30	Zn	67	Zn-67	4.1	Cu-67	61.9	h			"n,p"	y	0.00107			61.9	61.9 h				"IAEA156, fission averaged"
Zn	146	30	Zn	68	Zn-68	18.6	Zn-69ms	13.9	h	m*	99	act	n	0.072		0.24	13.9	13.9 h				s not added to ground state
Zn	147	30	Zn	68	Zn-68	18.6	Zn-69	56	m	g		act	n	1		3.36	0.933333333	56.0 m				
Zn	148	30	Zn	68	Zn-68	18.6	Ni-65	2.52	h			"n,a"	y	0.000074			2.52	2.5 h		22.4		"IAEA156, fission averaged"
Zn	149	30	Zn	68	Zn-68	18.6	Ni-66s	54.8	h			2n	n	0.000074			54.8	54.8 h	2.52	22.4		produced via Ni-65
Zn	150	30	Zn	70	Zn-70	0.62	Zn-71m	3.9	h	m	0	act	n	0.0087			3.9	3.90 h				
Zn	151	30	Zn	70	Zn-70	0.62	Zn-71	2.4	m	g		act	n	0.083			0.04	2.40 m				
Ga	152	31	Ga	69	Ga-69	60	Ga-70	21.1	m			act	n	1.68		15.5	0.351666667	21.1 m				
Ga	153	31	Ga	69	Ga-69	60	Zn-69ms	13.8	h			"n,p"	y	0.000496			13.8	13.8 h				"IAEA156, fission averaged"
Ga	154	31	Ga	71	Ga-71	40	Ga-72m+	0.036	s	m+	100	act	n	0.15			0.00001	0.036 s				
Ga	155	31	Ga	71	Ga-71	40	Ga-72	14.1	h	g		act	n	4.71		31.1	14.1	14.1 h		4.25	25.7	s for 36ms isomer added to ground state
Ga	156	31	Ga	71	Ga-71	40	Ga-73	4.87	h			2n	n	4.71		31.1	4.87	4.9 h	14.1	4.25	25.7	
Ge	157	32	Ge	70	Ge-70	20.7	Ge-69	39.1	h			"n,2n"	y	0.0018			39.1	39.1 h				"IAEA156, fission averaged"
Ge	158	32	Ge	70	Ge-70	20.7	Ge-71m+	0.02	s	m+	100	act	n	0.28			5.55556E-06	0.020 s				
Ge	159	32	Ge	70	Ge-70	20.7	Ge-71	11.2	d	g		act	n	3.43		1.5	268.8	11.2 d				s for 20ms isomer added to ground state
Ge	160	32	Ge	72	Ge-72	27.5	Ge-73m	0.53	s	m	100	act	n	0.98		0.76	0.000147222	0.530 s				assigned m+g barns to m state. g is stable
Ge	161	32	Ge	72	Ge-72	27.5	Ga-72	14.1	h			"n,p"	y	0.000022			14.1	14.1 h		4.25	25.7	"IAEA156, fission averaged"
Ge	162	32	Ge	72	Ge-72	27.5	Ga-73	4.87	h			2n	n	0.000022			4.87	4.9 h	14.1	4.25	25.7	produced via Ga-72
Ge	163	32	Ge	72	Ge-72	27.5	Zn-69ms	13.8	h			"n,a"	y	0.000025			13.8	13.8 h				"IAEA156, fission averaged"
Ge	164	32	Ge	74	Ge-74	36.4	Ge-75m+	48	s	m+	99	act	n	0.17		0.41	0.013333333	48.0 s				
Ge	165	32	Ge	74	Ge-74	36.4	Ge-75	83	m	g		act	n	0.51		1	1.383333333	83.0 m				s for 48s isomer added to ground state
Ge	166	32	Ge	74	Ge-74	36.4	Zn-71ms	3.9	h			"n,a"	y	0.0000025			3.9	3.9 h				"IAEA156, fission averaged"
Ge	167	32	Ge	76	Ge-76	7.7	Ge-77m+	54	s	m+	19.8	act	n	0.1		1.2	0.015	54.0 s		1.48	7.01	
Ge	168	32	Ge	76	Ge-76	7.7	Ge-77	11.3	h	g		act	n	0.16		2	11.3	11.3 h		1.48	7.01	s for 54s isomer added to ground state
Ge	169	32	Ge	76	Ge-76	7.7	Ge-78s	1.45	h			2n	n	0.1		1.2	1.45	1.5 h	11.3	1.48	7.01	
As	170	33	As	75	As-75	100	As-74	17.78	d			"n,2n"	y	0.00033			426.72	17.8 d				"IAEA156, fission averaged"
As	171	33	As	75	As-75	100	As-76	26.4	h			act	n	4.48		61	26.4	26.4 h		60.8	216.1	
As	172	33	As	75	As-75	100	As-77	38.8	h			2n	n	4.48		61	38.8	38.8 h	26.4	60.8	216.1	
As	173	33	As	75	As-75	100	Ge-75	83	m			"n,p"	y	0.00045			1.383333333	83.00 m				"IAEA156, fission averaged"
Se	174	34	Se	74	Se-74	0.9	Se-75	120	d			act	n	51.8		514	2880	120 d				
Se	175	34	Se	74	Se-74	0.9	As-74	17.78	d			"n,p"	y	0.0066			426.72	18 d				"IAEA156, fission averaged"
Se	176	34	Se	76	Se-76	9	Se-77m	17.5	s	m	100	act	n	22		17	0.004861111	17.5 s				
Se	177	34	Se	77	Se-77	7.6	Se-77m	17.5	s			"n,n'"	y	0.733			0.004861111	17.5 s				"IAEA156, fission averaged [max. cross-section]"
Se	178	34	Se	78	Se-78	23.5	Se-77m	17.5	s			"n,2n"	y	0.001			0.004861111	17.5 s				"IAEA156, fission averaged [max. cross-section]"
Se	179	34	Se	78	Se-78	23.5	Se-79m+	3.9	m	m+	100	act	n	0.38		3.7	0.065	3.90 m		3.28	36	
Se	180	34	Se	78	Se-78	23.5	Se-79	65000	y	g		act	n	0.43		4.76	569400000	65000y		3.28	36	s for 4m isomer added to ground state
Se	181	34	Se	80	Se-80	50	Se-79m	3.9	m			"n,2n"	y	0.01			0.065	3.9 m		3.28	36	"IAEA156, fission averaged [max. cross-section]"
Se	182	34	Se	80	Se-80	50	Se-81m*	57.3	m	m*	99	act	n	0.08		0.42	0.955	57.3 m				
Se	183	34	Se	80	Se-80	50	Se-81	18	m	g		act	n	0.53		1.28	0.3	18.0 m				
Se	184	34	Se	82	Se-82	9.1	Se-83m+	69	s	m+	0	act	n	0.039			0.019166667	69.0 s				
Se	185	34	Se	82	Se-82	9.1	Se-83t	22.4	m	t		act	n	0.044		0.08	0.373333333	22.4 m				s for 69s isomer added to ground state
